Municipio,Sector,Estrato,Servicio,Cargo Fijo,Cargo por Consumo Menor,Cargo por Consumo Mayor,Cargo por Consumo,Suspensión,Reinstalación,Reconexión,Corte,Año,Mes
Medellín,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Residencial,6,Alcantarillado,8399.80,3220.13,3220.13,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Residencial,6,Alcantarillado,7877.78,3020.00,3020.00,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Industrial,Industrial,Acueducto,11498.08,0.00,0.00,2752.02,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Residencial,6,Acueducto,14151.49,2435.09,2435.09,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Residencial,3,Acueducto,8844.68,1521.93,1521.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Industrial,Industrial,Alcantarillado,6643.91,0.00,0.00,2546.99,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Comercial,Comercial,Acueducto,13267.02,0.00,0.00,3520.47,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Residencial,6,Alcantarillado,7593.04,1778.15,1778.15,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Residencial,3,Alcantarillado,4460.91,1710.12,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Residencial,6,Acueducto,14151.49,3387.10,3387.10,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Residencial,5,Acueducto,14416.83,3450.61,3450.61,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Comercial,Comercial,Acueducto,13267.02,0.00,0.00,3175.41,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Comercial,Comercial,Alcantarillado,7355.76,0.00,0.00,2819.16,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,1640.26,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Residencial,1,Acueducto,2653.40,635.08,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Industrial,Industrial,Alcantarillado,7118.48,0.00,0.00,2728.92,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,3,Alcantarillado,4033.80,1546.39,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,3,Acueducto,7517.98,1799.40,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,6,Alcantarillado,7593.04,2910.85,2910.85,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Industrial,Industrial,Acueducto,11498.08,0.00,0.00,2132.33,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Residencial,3,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Residencial,2,Acueducto,5483.70,1312.50,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Comercial,Comercial,Alcantarillado,7118.48,0.00,0.00,2728.22,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Residencial,5,Alcantarillado,7498.13,2874.46,2874.46,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,1,Alcantarillado,2610.11,1000.60,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Residencial,3,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Comercial,Comercial,Alcantarillado,7118.48,0.00,0.00,2728.92,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Residencial,1,Acueducto,4422.34,1058.47,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Residencial,1,Acueducto,4776.13,885.74,1640.26,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Comercial,Comercial,Acueducto,13709.25,0.00,0.00,3281.26,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Residencial,1,Acueducto,2653.40,635.08,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,2116.94,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,2116.94,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Industrial,Industrial,Alcantarillado,6169.35,0.00,0.00,2365.06,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Industrial,Industrial,Alcantarillado,6169.35,0.00,0.00,2364.45,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,5,Acueducto,13267.02,3175.41,3175.41,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Industrial,Industrial,Alcantarillado,6169.35,0.00,0.00,1035.27,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Residencial,6,Alcantarillado,7593.04,2910.85,2910.85,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,3,Acueducto,8402.45,2011.09,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Residencial,2,Alcantarillado,3796.52,889.08,1111.35,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Residencial,1,Alcantarillado,1898.26,727.71,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Residencial,2,Acueducto,7517.98,1394.22,1640.26,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1818.81,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Residencial,6,Alcantarillado,7593.04,1274.18,1274.18,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,2,Acueducto,5306.81,1270.16,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Residencial,2,Acueducto,5306.81,1270.16,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Residencial,2,Alcantarillado,4081.26,684.87,796.36,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Residencial,4,Alcantarillado,4745.65,1111.35,1111.35,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Comercial,Comercial,Acueducto,13709.25,0.00,0.00,3281.26,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,6,Acueducto,15920.42,3810.49,3810.49,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Residencial,6,Acueducto,14151.49,2624.41,2624.41,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,5,Alcantarillado,8542.17,3274.70,3274.70,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Industrial,Industrial,Acueducto,12709.81,0.00,0.00,3042.04,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Residencial,5,Alcantarillado,7118.48,1667.02,1667.02,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,2,Acueducto,5306.81,1270.16,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,2116.94,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Residencial,3,Alcantarillado,4152.44,1591.87,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Medellín,Residencial,6,Acueducto,14151.49,3387.10,3387.10,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Residencial,1,Acueducto,6191.28,1065.35,1521.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,6,Acueducto,14151.49,3387.10,3387.10,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,6,Alcantarillado,7593.04,2910.85,2910.85,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Industrial,Industrial,Acueducto,13709.25,0.00,0.00,3281.26,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Industrial,Industrial,Acueducto,11498.08,0.00,0.00,3520.47,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Residencial,4,Acueducto,8844.68,1640.26,1640.26,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Industrial,Industrial,Acueducto,12382.55,0.00,0.00,2963.72,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,1,Alcantarillado,1423.70,545.78,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Comercial,Comercial,Acueducto,13267.02,0.00,0.00,2282.90,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Comercial,Comercial,Alcantarillado,7118.48,0.00,0.00,1094.54,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,3,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,796.36,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,2,Acueducto,5749.04,1376.01,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Residencial,6,Alcantarillado,7593.04,2910.85,2910.85,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Comercial,Comercial,Alcantarillado,7355.76,0.00,0.00,2819.88,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,1,Acueducto,3537.87,846.78,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Comercial,Comercial,Acueducto,13267.02,0.00,0.00,2460.38,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Residencial,6,Acueducto,14151.49,3387.10,3387.10,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Copacabana,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Industrial,Industrial,Acueducto,13709.25,0.00,0.00,3278.87,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Industrial,Industrial,Acueducto,12382.55,0.00,0.00,2963.72,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Residencial,3,Alcantarillado,4271.09,1637.35,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,2,Alcantarillado,3084.67,1182.53,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Industrial,Industrial,Alcantarillado,7118.48,0.00,0.00,2728.92,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Comercial,Comercial,Alcantarillado,7118.48,0.00,0.00,1667.02,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,1521.93,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,3,Alcantarillado,4508.37,1728.32,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Caldas,Residencial,1,Alcantarillado,3891.43,653.02,796.36,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Envigado,Residencial,5,Acueducto,14593.72,3492.95,3492.95,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Residencial,1,Alcantarillado,2372.83,909.64,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Girardota,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Sabaneta,Comercial,Comercial,Acueducto,13709.25,0.00,0.00,3281.26,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Itaguí,Residencial,1,Acueducto,4864.57,1164.32,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
La Estrella,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Bello,Industrial,Industrial,Acueducto,13267.02,0.00,0.00,3173.10,10935.89,9374.13,17186.50,18748.25,2018,Septiembre
Barbosa,Residencial,4,Alcantarillado,4745.65,1111.35,1111.35,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Comercial,Comercial,Acueducto,13267.02,0.00,0.00,3175.41,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Girardota,Residencial,2,Alcantarillado,2847.39,1091.57,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Residencial,3,Acueducto,8402.45,2011.09,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Residencial,2,Acueducto,5306.81,1270.16,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Copacabana,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Residencial,2,Acueducto,5749.04,1376.01,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Caldas,Industrial,Industrial,Acueducto,11498.08,0.00,0.00,2132.33,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Copacabana,Residencial,3,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Comercial,Comercial,Alcantarillado,7118.48,0.00,0.00,1667.02,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Residencial,1,Acueducto,2653.40,635.08,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Residencial,4,Acueducto,8844.68,1521.93,1521.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Residencial,2,Alcantarillado,3084.67,1182.53,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Residencial,6,Alcantarillado,7593.04,2910.85,2910.85,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Residencial,1,Alcantarillado,1898.26,727.71,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Sabaneta,Industrial,Industrial,Acueducto,12709.81,0.00,0.00,3042.04,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Comercial,Comercial,Acueducto,13709.25,0.00,0.00,3281.26,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Residencial,6,Alcantarillado,7593.04,1778.15,1778.15,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Girardota,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Industrial,Industrial,Acueducto,11498.08,0.00,0.00,2752.02,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Girardota,Industrial,Industrial,Acueducto,13267.02,0.00,0.00,3175.41,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Caldas,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,1640.26,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Residencial,3,Alcantarillado,4413.45,1691.93,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Copacabana,Industrial,Industrial,Acueducto,11498.08,0.00,0.00,3520.47,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Industrial,Industrial,Acueducto,12382.55,0.00,0.00,2963.72,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Sabaneta,Comercial,Comercial,Alcantarillado,7355.76,0.00,0.00,2819.88,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1818.81,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Residencial,1,Acueducto,3537.87,846.78,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Residencial,1,Alcantarillado,1423.70,545.78,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Comercial,Comercial,Acueducto,13267.02,0.00,0.00,2282.90,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Residencial,3,Acueducto,8844.68,1521.93,1521.93,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Sabaneta,Residencial,2,Acueducto,5306.81,1270.16,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Residencial,5,Acueducto,13267.02,3175.41,3175.41,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Residencial,6,Alcantarillado,7593.04,2910.85,2910.85,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Residencial,6,Acueducto,15920.42,3810.49,3810.49,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Residencial,4,Acueducto,8844.68,2116.94,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Copacabana,Residencial,6,Acueducto,17070.23,4085.69,4085.69,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Caldas,Residencial,2,Acueducto,7517.98,1394.22,1640.26,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Sabaneta,Residencial,3,Alcantarillado,4460.91,1710.12,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,2116.94,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Industrial,Industrial,Acueducto,13709.25,0.00,0.00,3281.26,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Residencial,6,Alcantarillado,7877.78,3020.00,3020.00,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Medellín,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,2116.94,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Barbosa,Residencial,6,Acueducto,14151.49,2435.09,2435.09,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Copacabana,Residencial,1,Alcantarillado,2372.83,909.64,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Girardota,Residencial,5,Alcantarillado,7118.48,2728.92,2728.92,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Girardota,Oficial y Exenta,Oficial y Exenta,Acueducto,8844.68,0.00,0.00,2116.94,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Itaguí,Industrial,Industrial,Acueducto,12382.55,0.00,0.00,2963.72,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Industrial,Industrial,Alcantarillado,7118.48,0.00,0.00,2728.22,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Girardota,Residencial,6,Acueducto,14151.49,3387.10,3387.10,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Residencial,6,Alcantarillado,8542.17,3274.70,3274.70,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Bello,Residencial,5,Acueducto,15920.42,3810.49,3810.49,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Caldas,Residencial,4,Alcantarillado,4745.65,796.36,796.36,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Envigado,Residencial,1,Alcantarillado,1423.70,545.78,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Residencial,3,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
La Estrella,Residencial,6,Acueducto,14151.49,3387.10,3387.10,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Sabaneta,Residencial,1,Alcantarillado,1423.70,545.78,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Girardota,Residencial,3,Acueducto,7517.98,1799.40,2116.94,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Copacabana,Oficial y Exenta,Oficial y Exenta,Alcantarillado,4745.65,0.00,0.00,1819.28,10935.89,9374.13,17186.50,18748.25,2018,Octubre
Copacabana,Residencial,4,Alcantarillado,4745.65,1819.28,1819.28,0.00,10935.89,9374.13,17186.50,18748.25,2018,Octubre
